"","AlertCategory","NetworkEventType","NetworkInteractionType","DataTransferVolume_IN","DataTransferVolume_OUT","TransactionsPerSession","NetworkAccessFrequency","UserActivityLevel","SessionIntegrityCheck","ResourceUtilizationFlag","SecurityRiskLevel","ResponseTime","Classification"
"213908","Warning","PolicyViolation","Anomalous",125502950,123548816,28445,39844,6,TRUE,FALSE,207400636,31.24399,"Normal"
"381203","Warning","PolicyViolation","Anomalous",120577139,143419055,31152,28806,5,FALSE,FALSE,161700572,31.27654,"Normal"
"456137","Warning","ThreatDetected","Suspicious",134079910,175476270,38557,43751,5,FALSE,FALSE,168120453,28.45994,"Normal"
"413571","Warning","PolicyViolation","Suspicious",125975616,147864113,34127,46618,6,FALSE,FALSE,189169052,35.72687,"Normal"
"317892","Warning","PolicyViolation","Anomalous",136523875,130478516,30322,47962,6,TRUE,FALSE,145781430,28.78039,"Normal"
"12200","Warning","PolicyViolation","Anomalous",126773974,139924121,31334,38922,5,TRUE,FALSE,186541156,28.88694,"Normal"
"222151","Warning","PolicyViolation","Anomalous",128822284,138424389,30021,37693,5,FALSE,FALSE,132141805,20.53776,"Normal"
"332359","Warning","PolicyViolation","Critical",131844550,89186015,21784,33259,6,TRUE,FALSE,127028572,39.71253,"Normal"
"35642","Warning","NormalOperation","Suspicious",130004398,147028498,32259,31888,5,TRUE,FALSE,158482214,33.17277,"Normal"
"141549","Warning","PolicyViolation","Anomalous",118726382,134607495,28213,26863,4,FALSE,TRUE,163319969,32.03298,"Normal"
"238357","Warning","PolicyViolation","Suspicious",136957464,141900641,29652,29689,3,TRUE,TRUE,146714467,37.42025,"Normal"
"371282","Warning","PolicyViolation","Critical",132668613,93395161,21895,26282,5,TRUE,FALSE,124034913,30.29943,"Normal"
"218951","Warning","PolicyViolation","Anomalous",122432458,107557181,25213,37542,5,FALSE,FALSE,163139256,32.43847,"Normal"
"95289","Warning","PolicyViolation","Anomalous",125451681,126805549,27988,33123,6,TRUE,FALSE,155224975,18.94079,"Normal"
"376671","Warning","PolicyViolation","Suspicious",140294779,163062480,37178,38515,6,FALSE,FALSE,159395036,28.20987,"Normal"
"387179","Warning","PolicyViolation","Anomalous",120392639,145209631,30526,42170,4,FALSE,TRUE,146130468,22.30711,"Normal"
"26966","Warning","PolicyViolation","Suspicious",144913408,155749195,35340,43498,5,TRUE,FALSE,142284831,31.88295,"Normal"
"19519","Warning","PolicyViolation","Elevated",140988321,218900331,50100,32091,8,TRUE,FALSE,151964495,35.46381,"Normal"
"309862","Warning","PolicyViolation","Suspicious",140023597,185909307,43534,39054,8,TRUE,FALSE,156072856,20.26295,"Normal"
"366824","Warning","PolicyViolation","Anomalous",128245974,139974570,31423,25023,6,TRUE,FALSE,117726745,24.70057,"Normal"
"263516","Warning","PolicyViolation","Suspicious",125862984,148543122,33109,25498,5,TRUE,TRUE,125482563,28.97714,"Normal"
"91810","Alert","PolicyViolation","Suspicious",136793497,185682645,41993,28857,7,TRUE,FALSE,199702401,36.53733,"Normal"
"469611","Warning","NormalOperation","Suspicious",142399336,161368901,37584,34718,6,TRUE,FALSE,207074457,33.13574,"Normal"
"350323","Warning","PolicyViolation","Suspicious",134453223,177934025,37618,34654,4,TRUE,FALSE,166539621,33.97976,"Normal"
"326005","Warning","PolicyViolation","Elevated",216483274,51969613,26871,30377,6,FALSE,FALSE,143488150,30.07508,"Normal"
"120913","Warning","PolicyViolation","Anomalous",139721017,150805894,34884,37453,6,FALSE,FALSE,184169485,17.42799,"Normal"
"289506","Warning","PolicyViolation","Anomalous",131769910,122152017,28555,28627,6,TRUE,FALSE,156162169,26.91356,"Normal"
"196831","Warning","PolicyViolation","Anomalous",128141991,138888098,29788,26675,4,TRUE,FALSE,136945319,24.02985,"Normal"
"260281","Warning","PolicyViolation","Anomalous",132887667,132042945,28700,46436,4,FALSE,TRUE,136205783,34.05492,"Normal"
"168567","Warning","PolicyViolation","Anomalous",132232965,142681938,31639,33816,5,TRUE,FALSE,146735645,27.70787,"Normal"
"200410","Warning","PolicyViolation","Suspicious",114766236,117004938,33020,42061,8,FALSE,FALSE,158688642,37.23227,"Normal"
"212427","Warning","PolicyViolation","Critical",132592342,98160382,23329,32876,5,FALSE,FALSE,174388251,31.27523,"Normal"
"311321","Warning","PolicyViolation","Anomalous",120539373,131924124,26184,34481,3,FALSE,TRUE,169914366,30.12207,"Normal"
"419863","Warning","NormalOperation","Suspicious",140254645,165021503,37224,42822,6,FALSE,FALSE,184237135,29.53164,"Normal"
"446031","Warning","ThreatDetected","Suspicious",129260390,169563077,37304,32084,6,FALSE,FALSE,117317305,36.32036,"Normal"
"462459","Warning","PolicyViolation","Anomalous",138576186,154104050,33343,34522,5,FALSE,FALSE,122617166,22.77427,"Normal"
"180176","Warning","NormalOperation","Anomalous",139461051,150081836,33037,25033,5,FALSE,FALSE,156950752,35.5151,"Normal"
"169452","Warning","PolicyViolation","Suspicious",132627846,180895940,40207,32696,6,TRUE,FALSE,137750065,29.3435,"Normal"
"47014","Informational","PolicyViolation","Critical",135124621,90502689,23330,36627,6,FALSE,FALSE,147636359,35.29874,"Normal"
"375720","Alert","PolicyViolation","Suspicious",131339700,182418796,40580,37124,6,FALSE,FALSE,165015275,19.55981,"Normal"
"167583","Warning","PolicyViolation","Elevated",125321760,208676920,45963,29536,5,FALSE,TRUE,205271748,29.15565,"Normal"
"136454","Warning","PolicyViolation","Suspicious",127234699,156438074,31448,38632,3,TRUE,TRUE,174404286,31.43921,"Normal"
"107109","Warning","PolicyViolation","Suspicious",181994845,87541537,25180,38731,4,TRUE,FALSE,141041972,33.48964,"Normal"
"116384","Warning","PolicyViolation","Anomalous",123686213,121434776,26120,38744,4,FALSE,TRUE,136206386,14.44701,"Normal"
"350656","Warning","PolicyViolation","Suspicious",125773045,147086846,32666,31552,5,FALSE,FALSE,146125336,41.98803,"Normal"
"348792","Warning","ThreatDetected","Suspicious",135863314,152513799,34074,35692,5,TRUE,FALSE,162914513,30.47322,"Normal"
"79640","Warning","PolicyViolation","Suspicious",133256706,147127520,34078,25674,6,FALSE,FALSE,159285432,22.81772,"Normal"
"346285","Warning","PolicyViolation","Critical",129018261,98330795,23294,38579,6,FALSE,FALSE,144063667,36.13388,"Normal"
"38260","Warning","PolicyViolation","Anomalous",120495667,135131876,27870,29163,3,FALSE,TRUE,174640252,32.37919,"Normal"
"341802","Warning","PolicyViolation","Anomalous",125935657,108406384,25611,32760,6,TRUE,FALSE,165557297,31.08768,"Normal"
"38980","Warning","PolicyViolation","Anomalous",133437304,125849917,28229,33926,5,FALSE,FALSE,157024094,24.05725,"Normal"
"356863","Warning","PolicyViolation","Suspicious",173376464,112270404,32948,18564,6,FALSE,FALSE,183689587,36.12105,"Normal"
"168160","Warning","NormalOperation","Anomalous",127260242,100369332,23786,30550,6,FALSE,FALSE,130988983,27.79011,"Normal"
"459679","Warning","PolicyViolation","Suspicious",135662322,165846402,35761,38648,5,FALSE,FALSE,146497898,32.2744,"Normal"
"232073","Warning","PolicyViolation","Suspicious",125227799,165621142,35547,39600,5,FALSE,FALSE,158068320,35.68698,"Normal"
"7835","Warning","PolicyViolation","Suspicious",133361226,147991537,32622,31474,5,TRUE,FALSE,147482612,31.85134,"Normal"
"216957","Warning","PolicyViolation","Suspicious",132718727,142975423,33118,35645,6,FALSE,FALSE,193199940,24.26375,"Normal"
"65193","Alert","PolicyViolation","Suspicious",124274752,160209835,35460,38852,4,TRUE,TRUE,200018524,22.93821,"Normal"
"229189","Warning","PolicyViolation","Anomalous",128377758,111956686,25453,35428,5,FALSE,FALSE,192279613,18.87231,"Normal"
"418035","Warning","PolicyViolation","Suspicious",140947785,86618544,27072,30016,6,TRUE,FALSE,167081554,32.33051,"Normal"
"265372","Warning","PolicyViolation","Anomalous",126657035,114037051,27141,22489,6,FALSE,FALSE,166973029,17.13492,"Normal"
"137117","Warning","PolicyViolation","Suspicious",141105354,177108396,37334,46141,4,TRUE,FALSE,148730674,25.62973,"Normal"
"127792","Warning","PolicyViolation","Anomalous",133619977,141292196,32143,38554,5,TRUE,FALSE,103113791,17.83605,"Normal"
"168405","Warning","PolicyViolation","Suspicious",135477875,152069150,32930,36020,4,TRUE,TRUE,166195782,19.81959,"Normal"
"231758","Warning","PolicyViolation","Anomalous",130478074,146769323,33054,42876,6,TRUE,FALSE,131993628,34.06948,"Normal"
"287859","Warning","PolicyViolation","Suspicious",137159221,204236629,44466,35039,6,FALSE,FALSE,167921325,24.04138,"Normal"
"21100","Warning","PolicyViolation","Anomalous",131980867,118401168,28709,33955,7,TRUE,FALSE,144266133,19.30551,"Normal"
"319119","Warning","PolicyViolation","Suspicious",133238208,145815486,32067,37229,5,FALSE,FALSE,132803499,33.14468,"Normal"
"449984","Warning","PolicyViolation","Suspicious",125272792,143392902,33145,29795,5,TRUE,FALSE,177000316,21.3177,"Normal"
"291873","Warning","PolicyViolation","Anomalous",134928482,136136369,31913,50326,6,FALSE,FALSE,144885768,36.74408,"Normal"
"159668","Warning","NormalOperation","Anomalous",132465190,130092249,32181,27865,7,TRUE,FALSE,100652324,21.45269,"Normal"
"63042","Warning","PolicyViolation","Anomalous",136355198,118118420,26952,34191,5,FALSE,FALSE,137138109,24.51417,"Normal"
"215152","Warning","PolicyViolation","Suspicious",133948112,158663250,35063,32397,5,FALSE,FALSE,121522964,36.98361,"Normal"
"384993","Warning","PolicyViolation","Suspicious",136630078,183601470,41023,39553,6,TRUE,FALSE,171226934,14.19213,"Normal"
"459420","Warning","PolicyViolation","Anomalous",135941700,143304846,31307,23166,5,FALSE,FALSE,138766025,20.90033,"Normal"
"154601","Informational","PolicyViolation","Anomalous",125498128,146569037,31649,40077,5,TRUE,FALSE,192675740,29.63271,"Normal"
"103588","Warning","PolicyViolation","Suspicious",123900851,154197216,35389,34269,7,TRUE,FALSE,107136924,26.31822,"Normal"
"214222","Warning","PolicyViolation","Anomalous",133295789,126096586,29150,30742,6,TRUE,FALSE,165789029,27.70886,"Normal"
"148692","Warning","PolicyViolation","Anomalous",126628199,121342670,27235,28165,5,TRUE,FALSE,152532668,24.93841,"Normal"
"290645","Warning","PolicyViolation","Suspicious",140030438,193558561,44758,33879,8,FALSE,FALSE,155152304,39.19733,"Normal"
"320430","Warning","PolicyViolation","Critical",117325218,75612116,16102,35550,4,TRUE,TRUE,180197496,14.93118,"Normal"
"27481","Warning","PolicyViolation","Suspicious",138706519,189087088,43911,32586,7,FALSE,FALSE,129205898,26.72981,"Normal"
"149027","Warning","PolicyViolation","Suspicious",132553384,192473386,43727,36001,7,FALSE,FALSE,146965587,32.19565,"Normal"
"281642","Warning","PolicyViolation","Anomalous",127779205,146985851,33105,41030,6,TRUE,FALSE,165669544,41.93555,"Normal"
"447879","Warning","PolicyViolation","Suspicious",139344136,170619066,39458,24907,6,TRUE,FALSE,165881535,17.20022,"Normal"
"197662","Informational","PolicyViolation","Critical",124229566,107549285,22756,29865,5,FALSE,FALSE,108667261,24.57869,"Normal"
"274443","Warning","PolicyViolation","Suspicious",167393844,93547078,30220,38520,6,TRUE,FALSE,143454257,29.28259,"Normal"
"250261","Warning","PolicyViolation","Anomalous",127883051,111241472,26484,36175,6,TRUE,FALSE,111612765,29.65628,"Normal"
"133429","Warning","PolicyViolation","Elevated",131464367,205230154,47426,31892,8,TRUE,FALSE,132760970,26.70791,"Normal"
"167599","Warning","PolicyViolation","Suspicious",138124619,201760466,44177,33915,6,TRUE,FALSE,227904440,30.64201,"Normal"
"137034","Warning","PolicyViolation","Elevated",169723505,89776155,31644,46853,7,TRUE,FALSE,166497051,31.1523,"Normal"
"5611","Warning","PolicyViolation","Suspicious",128140149,188881759,42248,31519,6,TRUE,FALSE,183111658,18.26737,"Normal"
"403214","Warning","PolicyViolation","Suspicious",130732661,171608864,38479,19324,6,TRUE,FALSE,169040604,26.17104,"Normal"
"405631","Warning","PolicyViolation","Critical",133329101,104098274,24851,27446,6,FALSE,FALSE,145152741,36.40668,"Normal"
"349541","Warning","PolicyViolation","Anomalous",132410487,131940319,29323,36800,5,TRUE,FALSE,189452742,16.19013,"Normal"
"286459","Warning","PolicyViolation","Suspicious",117935166,155145783,33958,34146,5,TRUE,TRUE,74097795,28.02816,"Normal"
"228456","Warning","PolicyViolation","Anomalous",137146020,141146667,31797,33126,6,FALSE,FALSE,134825894,38.75052,"Normal"
"141435","Informational","PolicyViolation","Suspicious",122875772,162316945,35779,29313,5,FALSE,TRUE,155771289,37.38559,"Normal"
"216066","Warning","PolicyViolation","Anomalous",129662209,135223476,32735,42030,7,TRUE,FALSE,178628158,36.08563,"Normal"
"7766","Warning","PolicyViolation","Anomalous",126345568,140476864,32650,49300,6,TRUE,FALSE,204700400,20.98585,"Normal"
"408471","Warning","PolicyViolation","Suspicious",134273688,161792451,36089,32208,5,TRUE,FALSE,161291766,30.32013,"Normal"
"245740","Warning","PolicyViolation","Anomalous",132413280,137111360,31756,32427,6,FALSE,FALSE,123357907,27.70442,"Normal"
"455075","Warning","PolicyViolation","Suspicious",142934764,89428783,27626,29031,6,FALSE,FALSE,169819131,26.28269,"Normal"
"71305","Alert","PolicyViolation","Suspicious",137240767,170648986,37031,28885,4,TRUE,FALSE,136729053,35.99575,"Normal"
"16047","Warning","NormalOperation","Suspicious",129352595,154133564,33362,28812,5,TRUE,FALSE,151973618,34.09716,"Normal"
"436278","Warning","PolicyViolation","Anomalous",128661626,130043757,28046,40144,5,FALSE,FALSE,177580771,31.87478,"Normal"
"105297","Warning","PolicyViolation","Anomalous",116748994,118710118,27511,33897,5,FALSE,TRUE,114409470,39.1021,"Normal"
"107996","Warning","PolicyViolation","Anomalous",122570887,141211858,29350,25642,4,FALSE,TRUE,122278747,31.74763,"Normal"
"26098","Warning","PolicyViolation","Anomalous",140550512,152790995,33402,45205,5,TRUE,FALSE,133264297,27.09834,"Normal"
"449294","Warning","PolicyViolation","Anomalous",124620329,124930715,27598,28636,5,FALSE,FALSE,111810042,18.10966,"Normal"
"185583","Warning","PolicyViolation","Anomalous",125680419,123787753,27831,43014,5,FALSE,FALSE,183512840,30.44606,"Normal"
"158540","Alert","PolicyViolation","Elevated",136840840,201483912,42793,31714,4,FALSE,TRUE,127984890,36.53673,"Normal"
"256481","Warning","NormalOperation","Suspicious",122898124,173590015,37243,34968,5,FALSE,TRUE,164395552,26.26017,"Normal"
"116812","Warning","PolicyViolation","Critical",131850156,79724697,18064,28241,4,FALSE,FALSE,159456642,32.95334,"Normal"
"324517","Warning","ThreatDetected","Anomalous",130739118,135435502,29113,48862,4,TRUE,FALSE,187746061,23.69032,"Normal"
"339011","Warning","PolicyViolation","Suspicious",131643517,164873275,37299,17510,6,FALSE,FALSE,142378109,24.62358,"Normal"
"62358","Warning","ThreatDetected","Suspicious",133323249,149889893,34437,41922,6,TRUE,FALSE,162406674,32.58089,"Normal"
"360850","Warning","PolicyViolation","Suspicious",132584298,157603630,34717,18818,5,TRUE,FALSE,158702852,30.33215,"Normal"
"33174","Warning","PolicyViolation","Elevated",125911688,203819217,44778,46712,6,FALSE,FALSE,147989580,27.89842,"Normal"
"371135","Warning","PolicyViolation","Elevated",138984261,233931645,52841,25344,7,TRUE,FALSE,110979837,30.2334,"Normal"
"201886","Alert","PolicyViolation","Suspicious",134359038,167094379,36902,23784,5,TRUE,FALSE,211336896,37.48868,"Normal"
"39735","Warning","PolicyViolation","Anomalous",126494010,151974454,32968,33375,5,FALSE,FALSE,160469085,32.54926,"Normal"
"135226","Warning","PolicyViolation","Anomalous",122244577,117270988,26576,37581,5,TRUE,FALSE,237489554,32.08578,"Normal"
"144154","Warning","PolicyViolation","Critical",137541442,92597419,23669,32030,7,FALSE,FALSE,124139172,25.20038,"Normal"
"30931","Warning","NormalOperation","Suspicious",194206273,89914355,29256,41388,5,FALSE,FALSE,150559349,27.64046,"Normal"
"115878","Warning","PolicyViolation","Anomalous",132610358,115537453,26904,29830,5,TRUE,FALSE,162260747,25.00514,"Normal"
"468432","Warning","PolicyViolation","Suspicious",128634863,166453480,36846,46956,6,TRUE,FALSE,209520755,22.70569,"Normal"
"114017","Warning","PolicyViolation","Suspicious",122061615,156402787,32590,36674,4,FALSE,TRUE,114452690,24.09652,"Normal"
"295474","Warning","PolicyViolation","Anomalous",130306966,135837820,29911,23997,5,TRUE,FALSE,152725351,18.68236,"Normal"
"404135","Warning","PolicyViolation","Anomalous",128785763,139071916,30120,32083,5,FALSE,FALSE,164220459,32.54066,"Normal"
"6943","Warning","PolicyViolation","Suspicious",128195557,177817168,39374,33611,6,FALSE,FALSE,110179047,34.45254,"Normal"
"41575","Informational","PolicyViolation","Suspicious",127850440,183779300,40267,42526,6,FALSE,FALSE,120391725,20.96373,"Normal"
"25794","Warning","PolicyViolation","Anomalous",132641945,135142811,30491,33888,6,TRUE,FALSE,132926652,19.73165,"Normal"
"414428","Warning","PolicyViolation","Anomalous",128441497,136314570,30670,30903,5,FALSE,FALSE,189627464,27.64817,"Normal"
"163262","Warning","PolicyViolation","Suspicious",136841364,197435412,44919,36044,7,TRUE,FALSE,156203311,32.68548,"Normal"
"323070","Warning","PolicyViolation","Suspicious",132875387,184185114,37950,37300,4,FALSE,TRUE,177818303,34.93922,"Normal"
"453444","Informational","PolicyViolation","Suspicious",179930411,96136758,27093,35592,4,TRUE,FALSE,118256104,25.99231,"Normal"
"37054","Alert","PolicyViolation","Anomalous",127966515,124262321,26529,24752,4,FALSE,FALSE,190061485,31.16056,"Normal"
"202367","Warning","PolicyViolation","Suspicious",121394574,176010650,38203,38777,5,FALSE,TRUE,119044726,16.44584,"Normal"
"116174","Warning","PolicyViolation","Anomalous",128204370,138200158,32831,30346,6,TRUE,FALSE,113603008,25.93211,"Normal"
"269345","Warning","PolicyViolation","Suspicious",134055956,189980007,41939,28459,6,FALSE,FALSE,139059465,29.70129,"Normal"
"333736","Warning","PolicyViolation","Anomalous",128458788,148585274,31428,28733,5,TRUE,FALSE,122274566,26.89025,"Normal"
"125483","Warning","PolicyViolation","Anomalous",126710205,132273362,27984,38007,4,FALSE,TRUE,142476946,41.0417,"Normal"
"56504","Warning","PolicyViolation","Suspicious",132129589,175115031,39641,31103,6,FALSE,FALSE,92766179,31.32138,"Normal"
"214730","Warning","PolicyViolation","Suspicious",129543776,159796972,37136,29967,7,FALSE,FALSE,175381497,27.56307,"Normal"
"154931","Warning","PolicyViolation","Elevated",122436122,190238505,42146,38751,6,FALSE,FALSE,154532130,30.02883,"Normal"
"124834","Alert","PolicyViolation","Anomalous",127097231,133920553,27959,23864,4,TRUE,TRUE,192869606,17.89448,"Normal"
"264002","Warning","PolicyViolation","Suspicious",132697164,151645880,32462,27693,4,TRUE,TRUE,123686845,23.94225,"Normal"
"84075","Warning","PolicyViolation","Anomalous",128247199,155389438,35705,35054,7,FALSE,FALSE,177759826,29.33247,"Normal"
"451550","Warning","PolicyViolation","Anomalous",133688462,148733955,32176,33816,5,FALSE,FALSE,203635561,23.81276,"Normal"
"175268","Warning","PolicyViolation","Suspicious",130406953,155093210,33646,32805,5,TRUE,FALSE,168976457,24.26319,"Normal"
"50187","Warning","PolicyViolation","Elevated",134932011,180644849,38897,38855,4,FALSE,TRUE,169239281,36.81532,"Normal"
"177123","Warning","PolicyViolation","Anomalous",130462538,122945873,27287,36220,4,FALSE,FALSE,133699294,28.5703,"Normal"
"100760","Warning","PolicyViolation","Anomalous",122851905,145647711,34462,46980,7,TRUE,FALSE,159055929,24.97747,"Normal"
"382409","Warning","PolicyViolation","Critical",122146071,84675194,18611,38951,4,TRUE,TRUE,124618789,42.28679,"Normal"
"81777","Warning","PolicyViolation","Suspicious",123131595,159637945,33934,20815,4,TRUE,TRUE,160134948,32.73164,"Normal"
"234113","Warning","NormalOperation","Suspicious",133261316,167465767,36880,35741,5,FALSE,FALSE,172988827,28.99924,"Normal"
"375353","Warning","PolicyViolation","Suspicious",133525814,163876930,36721,34573,6,FALSE,FALSE,161316973,35.92253,"Normal"
"199177","Warning","PolicyViolation","Suspicious",136525454,156361374,37042,32133,7,TRUE,FALSE,192495600,31.65698,"Normal"
"359501","Warning","PolicyViolation","Suspicious",133945887,155994116,36229,28807,6,FALSE,FALSE,85311082,24.76641,"Normal"
"189601","Warning","PolicyViolation","Suspicious",133786929,169584275,41095,31456,8,FALSE,FALSE,154967637,26.18252,"Normal"
"88758","Warning","PolicyViolation","Suspicious",137367237,164134819,37301,30143,6,FALSE,FALSE,156468634,24.00874,"Normal"
"8245","Warning","ThreatDetected","Suspicious",123513787,191747775,41953,26422,6,TRUE,FALSE,149923961,32.09716,"Normal"
"157898","Warning","PolicyViolation","Suspicious",135728730,187605090,42008,53599,7,TRUE,FALSE,113011433,33.69747,"Normal"
"26825","Warning","PolicyViolation","Suspicious",128020350,186498027,41283,16763,6,FALSE,FALSE,158572752,20.7891,"Normal"
"106961","Warning","PolicyViolation","Anomalous",135726281,125369546,27806,32414,5,TRUE,FALSE,203464287,33.21846,"Normal"
"121737","Warning","PolicyViolation","Anomalous",118000016,72165524,22249,51161,7,TRUE,FALSE,175874387,18.90012,"Normal"
"249050","Warning","PolicyViolation","Anomalous",121574023,92105474,21617,27988,5,FALSE,FALSE,183066149,21.59352,"Normal"
"110483","Warning","NormalOperation","Suspicious",122743114,166373675,35520,29763,4,FALSE,TRUE,157782206,33.77797,"Normal"
"470116","Warning","PolicyViolation","Suspicious",136758439,175150113,38692,37059,6,TRUE,FALSE,65036177,32.48657,"Normal"
"200579","Warning","PolicyViolation","Suspicious",127517894,130662642,30936,38217,6,TRUE,FALSE,192677226,30.01237,"Normal"
"326414","Warning","PolicyViolation","Suspicious",115048616,171200973,35676,35917,4,FALSE,TRUE,174487678,27.05054,"Normal"
"337154","Alert","PolicyViolation","Suspicious",132546415,151893463,35802,38180,6,FALSE,FALSE,171810044,38.42033,"Normal"
"27252","Warning","PolicyViolation","Anomalous",107848074,111088096,27489,34809,6,TRUE,FALSE,197770136,35.49525,"Normal"
"399479","Warning","PolicyViolation","Suspicious",134707036,101311891,27753,27208,6,FALSE,FALSE,205791703,24.99908,"Normal"
"8851","Warning","PolicyViolation","Anomalous",129535661,147843489,33342,33344,6,FALSE,FALSE,163337494,42.24712,"Normal"
"300720","Warning","NormalOperation","Anomalous",153936880,84290829,23893,27378,5,TRUE,FALSE,190486591,30.99358,"Normal"
"254220","Warning","PolicyViolation","Suspicious",127245060,131752620,29665,40908,4,FALSE,TRUE,101052919,23.89841,"Normal"
"464852","Warning","PolicyViolation","Suspicious",121550999,107704010,28195,24358,6,FALSE,FALSE,194400162,43.05415,"Normal"
"280349","Warning","PolicyViolation","Anomalous",130523937,117939049,28723,34705,7,FALSE,FALSE,156050873,28.7409,"Normal"
"189672","Warning","PolicyViolation","Anomalous",134134491,151109505,32938,26545,5,TRUE,FALSE,155642250,25.56302,"Normal"
"178935","Warning","NormalOperation","Suspicious",131280856,165828488,39664,31182,8,FALSE,FALSE,147722720,27.10228,"Normal"
"120287","Warning","PolicyViolation","Anomalous",132887750,114196296,28889,28518,7,FALSE,FALSE,117487114,23.82567,"Normal"
"429959","Warning","PolicyViolation","Suspicious",130184892,172426614,39657,41935,6,TRUE,FALSE,132743615,32.52822,"Normal"
"63971","Informational","PolicyViolation","Anomalous",130470855,112795048,24683,27866,4,FALSE,FALSE,135588311,28.15171,"Normal"
"117173","Informational","ThreatDetected","Anomalous",126947619,151472347,34162,34694,6,TRUE,FALSE,183729281,26.99674,"Normal"
"8511","Informational","PolicyViolation","Suspicious",161732549,61331405,23121,33809,6,FALSE,FALSE,179914117,28.20775,"Normal"
"46833","Warning","PolicyViolation","Anomalous",134414890,120886696,29147,36708,6,FALSE,FALSE,98938224,25.98015,"Normal"
"124412","Warning","PolicyViolation","Anomalous",129899987,117784933,27110,39498,5,TRUE,FALSE,173503859,24.42988,"Normal"
"424825","Warning","PolicyViolation","Suspicious",132284000,154365596,36482,34260,7,FALSE,FALSE,178191746,27.27365,"Normal"
"358842","Warning","PolicyViolation","Anomalous",126199219,134390060,29675,28556,5,FALSE,TRUE,171942475,34.97834,"Normal"
"226486","Warning","PolicyViolation","Suspicious",127709969,161264089,34965,28439,5,FALSE,FALSE,128363457,25.65893,"Normal"
"438866","Warning","PolicyViolation","Anomalous",136088821,121746976,29363,35740,6,FALSE,FALSE,164481979,29.41352,"Normal"
"91348","Warning","NormalOperation","Suspicious",140740324,152555796,37083,31080,7,TRUE,FALSE,127492716,25.12895,"Normal"
"200336","Warning","PolicyViolation","Suspicious",132499911,193182114,41328,32275,5,FALSE,FALSE,146391263,34.07736,"Normal"
"38414","Warning","PolicyViolation","Anomalous",123102170,145698142,31694,31643,5,TRUE,FALSE,108717273,21.45782,"Normal"
"195256","Warning","PolicyViolation","Elevated",132118067,208506561,46061,24559,6,FALSE,FALSE,131761861,32.46327,"Normal"
"103571","Warning","PolicyViolation","Suspicious",132612670,187237540,41257,28668,6,FALSE,FALSE,140589372,28.8105,"Normal"
"469296","Warning","PolicyViolation","Anomalous",122366489,137812071,30422,28816,5,TRUE,FALSE,118115604,17.13293,"Normal"
"315789","Warning","PolicyViolation","Suspicious",131004834,183293016,39955,41188,5,TRUE,TRUE,171169985,26.09252,"Normal"
"373961","Warning","PolicyViolation","Anomalous",139663813,134508696,28467,45468,4,TRUE,FALSE,167965525,32.28867,"Normal"
"199569","Warning","NormalOperation","Suspicious",132511725,169063034,36956,44935,6,FALSE,FALSE,112616464,25.74464,"Normal"
"340934","Warning","NormalOperation","Suspicious",132806314,184921626,39208,52754,5,TRUE,FALSE,186899928,22.77855,"Normal"
"74104","Warning","PolicyViolation","Elevated",125642107,195957337,42973,45349,6,TRUE,FALSE,175880227,37.33509,"Normal"
"68632","Warning","PolicyViolation","Suspicious",131785095,195908178,43767,25256,6,FALSE,FALSE,149021566,30.45859,"Normal"
"165043","Warning","NormalOperation","Elevated",132850405,212337024,46717,23522,6,TRUE,FALSE,167003770,36.96722,"Normal"
"156354","Warning","PolicyViolation","Suspicious",134991016,155143937,34963,41455,5,TRUE,FALSE,135866915,33.8355,"Normal"
"297517","Warning","NormalOperation","Suspicious",131307623,190140305,41877,30755,6,FALSE,FALSE,146123496,29.03866,"Normal"
"243530","Warning","PolicyViolation","Anomalous",150666926,107111839,25966,33676,4,FALSE,FALSE,197113574,23.58146,"Normal"
"307068","Warning","PolicyViolation","Elevated",126727957,198660691,43848,43189,6,FALSE,FALSE,130484918,19.35444,"Normal"
"245405","Warning","PolicyViolation","Anomalous",133230050,92964194,21475,33817,4,TRUE,FALSE,126924566,31.18058,"Normal"
"64410","Warning","PolicyViolation","Anomalous",125664237,138451436,31002,38647,5,TRUE,FALSE,133870552,33.85112,"Normal"
"137617","Warning","PolicyViolation","Suspicious",129605220,158734732,35300,40842,5,TRUE,FALSE,125793115,29.11998,"Normal"
"155151","Informational","PolicyViolation","Suspicious",126745107,196763644,42211,37524,5,TRUE,FALSE,82830280,27.72063,"Normal"
"46007","Warning","PolicyViolation","Anomalous",131086385,152858332,36966,37959,8,TRUE,FALSE,120848105,30.15244,"Normal"
"39703","Warning","PolicyViolation","Suspicious",126171203,158984508,34411,33982,5,TRUE,TRUE,165839748,33.23192,"Normal"
"130364","Warning","PolicyViolation","Anomalous",131049253,104145983,25463,33780,6,FALSE,FALSE,100178816,23.00922,"Normal"
"11555","Warning","PolicyViolation","Anomalous",123103266,100907816,19941,30751,3,FALSE,TRUE,178781357,32.44108,"Normal"
"340767","Warning","PolicyViolation","Suspicious",137187338,173953003,38385,31780,5,TRUE,FALSE,159269102,26.41532,"Normal"
"307699","Warning","PolicyViolation","Anomalous",130436697,135707711,28003,32120,4,FALSE,TRUE,120058989,37.47576,"Normal"
"32247","Warning","PolicyViolation","Elevated",137015470,198845172,45114,31740,6,FALSE,FALSE,175263577,34.05861,"Normal"
